Data,Hora UTC,"TEMPERATURA DO AR - BULBO SECO, HORARIA ( C)",UMIDADE REL. MAX. NA HORA ANT. (AUT) (%)
8/7/2019,0500 UTC,25,59
8/7/2019,0600 UTC,22,82
8/7/2019,0700 UTC,23,63
8/7/2019,0800 UTC,16,62
8/7/2019,0900 UTC,19,95
8/7/2019,1000 UTC,22,41
8/7/2019,1100 UTC,17,43
8/7/2019,1200 UTC,30,49
8/7/2019,1300 UTC,"12,9",61
8/7/2019,1400 UTC,"14,5",91
8/7/2019,1500 UTC,"16,5",98
8/7/2019,1600 UTC,"17,7",91
8/7/2019,1700 UTC,"18,1",95
8/7/2019,1800 UTC,"18,4",59
8/7/2019,1900 UTC,"17,3",85
8/7/2019,2000 UTC,"14,7",41
8/7/2019,2100 UTC,"12,9",79
8/7/2019,2200 UTC,11,63
8/7/2019,2300 UTC,"9,9",76
9/7/2019,0000 UTC,"8,9",41
9/7/2019,0100 UTC,27,54
9/7/2019,0200 UTC,"6,9",47
9/7/2019,0300 UTC,27,84
9/7/2019,0400 UTC,28,61
9/7/2019,0500 UTC,6,94
9/7/2019,0600 UTC,28,83
9/7/2019,0700 UTC,6,85
9/7/2019,0800 UTC,27,93
9/7/2019,0900 UTC,29,57
9/7/2019,1000 UTC,22,45
9/7/2019,1100 UTC,26,82
9/7/2019,1200 UTC,16,52
9/7/2019,1300 UTC,"11,3",83
9/7/2019,1400 UTC,"14,5",49
9/7/2019,1500 UTC,"16,9",60
9/7/2019,1600 UTC,"18,7",99
9/7/2019,1700 UTC,"21,2",89
9/7/2019,1800 UTC,"20,4",93
9/7/2019,1900 UTC,"18,6",42
9/7/2019,2000 UTC,"15,5",98
9/7/2019,2100 UTC,"13,8",86
9/7/2019,2200 UTC,"11,9",62
9/7/2019,2300 UTC,"11,3",70
10/7/2019,0000 UTC,"10,3",63
10/7/2019,0100 UTC,"10,7",98
10/7/2019,0200 UTC,"10,7",75
10/7/2019,0300 UTC,"10,1",41
10/7/2019,0400 UTC,10,91
10/7/2019,0500 UTC,"10,1",42
10/7/2019,0600 UTC,"10,1",62
10/7/2019,0700 UTC,"9,9",86
10/7/2019,0800 UTC,"9,7",89
10/7/2019,0900 UTC,"8,7",84
10/7/2019,1000 UTC,"7,3",62
10/7/2019,1100 UTC,30,45
10/7/2019,1200 UTC,"11,3",72
10/7/2019,1300 UTC,"14,5",65
10/7/2019,1400 UTC,"16,4",50
10/7/2019,1500 UTC,"19,4",45
10/7/2019,1600 UTC,"20,7",65
10/7/2019,1700 UTC,"21,2",48
10/7/2019,1800 UTC,"20,6",40
10/7/2019,1900 UTC,"19,8",95
10/7/2019,2000 UTC,"16,6",78
10/7/2019,2100 UTC,14,57
10/7/2019,2200 UTC,13,41
10/7/2019,2300 UTC,12,60
11/7/2019,0000 UTC,"11,2",66
11/7/2019,0100 UTC,"10,9",94
11/7/2019,0200 UTC,"10,6",71
11/7/2019,0300 UTC,"9,5",69
11/7/2019,0400 UTC,"8,7",66
11/7/2019,0500 UTC,"8,3",85
11/7/2019,0600 UTC,18,56
11/7/2019,0700 UTC,16,51
11/7/2019,0800 UTC,18,63
11/7/2019,0900 UTC,24,94
11/7/2019,1000 UTC,26,87
11/7/2019,1100 UTC,17,62
11/7/2019,1200 UTC,"16,2",62
11/7/2019,1300 UTC,19,72
11/7/2019,1400 UTC,"20,7",67
11/7/2019,1500 UTC,"21,1",52
11/7/2019,1600 UTC,"21,5",41
11/7/2019,1700 UTC,22,52
11/7/2019,1800 UTC,22,92
11/7/2019,1900 UTC,"20,8",52
11/7/2019,2000 UTC,"17,8",86
11/7/2019,2100 UTC,"15,7",40
11/7/2019,2200 UTC,"16,1",83
11/7/2019,2300 UTC,"13,9",59
12/7/2019,0000 UTC,"13,5",52
12/7/2019,0100 UTC,"12,3",45
12/7/2019,0200 UTC,"11,5",79
12/7/2019,0300 UTC,"10,2",98
12/7/2019,0400 UTC,"9,8",50
12/7/2019,0500 UTC,9,63
12/7/2019,0600 UTC,17,93
12/7/2019,0700 UTC,19,44
12/7/2019,0800 UTC,30,63
12/7/2019,0900 UTC,21,69
12/7/2019,1000 UTC,20,73
12/7/2019,1100 UTC,20,72
12/7/2019,1200 UTC,"15,1",80
12/7/2019,1300 UTC,"18,1",87
12/7/2019,1400 UTC,"20,7",43
12/7/2019,1500 UTC,"21,5",89
12/7/2019,1600 UTC,"22,1",62
12/7/2019,1700 UTC,"21,9",77
12/7/2019,1800 UTC,"21,3",50
12/7/2019,1900 UTC,"20,5",42
12/7/2019,2000 UTC,"18,3",93
12/7/2019,2100 UTC,"17,2",59
12/7/2019,2200 UTC,"16,6",87
12/7/2019,2300 UTC,"16,3",40
13/7/2019,0000 UTC,15,76
13/7/2019,0100 UTC,13,79
13/7/2019,0200 UTC,"13,6",88
13/7/2019,0300 UTC,"11,6",80
13/7/2019,0400 UTC,"11,4",86
13/7/2019,0500 UTC,"10,6",71
13/7/2019,0600 UTC,"10,5",69
13/7/2019,0700 UTC,10,76
13/7/2019,0800 UTC,"9,9",63
13/7/2019,0900 UTC,"9,7",99
13/7/2019,1000 UTC,"11,1",100
13/7/2019,1100 UTC,"15,2",51
13/7/2019,1200 UTC,"19,6",99
13/7/2019,1300 UTC,"21,9",41
13/7/2019,1400 UTC,22,79
13/7/2019,1500 UTC,"22,7",45
13/7/2019,1600 UTC,"23,5",100
13/7/2019,1700 UTC,"23,8",74
13/7/2019,1800 UTC,"22,8",78
13/7/2019,1900 UTC,"21,9",72
13/7/2019,2000 UTC,"18,9",90
13/7/2019,2100 UTC,"18,2",73
13/7/2019,2200 UTC,"17,7",78
13/7/2019,2300 UTC,"16,7",89
14/7/2019,0000 UTC,"15,8",56
14/7/2019,0100 UTC,"14,8",73
14/7/2019,0200 UTC,"14,2",45
14/7/2019,0300 UTC,"13,6",74
14/7/2019,0400 UTC,"13,1",86
14/7/2019,0500 UTC,"12,4",69
14/7/2019,0600 UTC,"11,7",75
14/7/2019,0700 UTC,"12,1",78
14/7/2019,0800 UTC,"11,4",71
14/7/2019,0900 UTC,"12,1",56
14/7/2019,1000 UTC,13,81
14/7/2019,1100 UTC,16,73
14/7/2019,1200 UTC,"18,4",66
14/7/2019,1300 UTC,"22,6",88
14/7/2019,1400 UTC,"24,1",51
14/7/2019,1500 UTC,"24,5",49
14/7/2019,1600 UTC,25,89
14/7/2019,1700 UTC,"25,8",97
14/7/2019,1800 UTC,"24,9",99
14/7/2019,1900 UTC,"24,1",60
14/7/2019,2000 UTC,"22,3",98
14/7/2019,2100 UTC,"20,4",41
14/7/2019,2200 UTC,"20,6",96
14/7/2019,2300 UTC,"19,5",66
15/7/2019,0000 UTC,"16,2",67
15/7/2019,0100 UTC,"15,8",41
15/7/2019,0200 UTC,"15,6",67
15/7/2019,0300 UTC,"15,3",44
15/7/2019,0400 UTC,"15,1",70
15/7/2019,0500 UTC,"15,1",51
15/7/2019,0600 UTC,15,99
15/7/2019,0700 UTC,"14,8",73
15/7/2019,0800 UTC,"14,8",40
15/7/2019,0900 UTC,"14,6",60
15/7/2019,1000 UTC,"14,4",93
15/7/2019,1100 UTC,"14,3",52
15/7/2019,1200 UTC,"14,4",46
15/7/2019,1300 UTC,"14,6",54
15/7/2019,1400 UTC,"15,2",61
15/7/2019,1500 UTC,16,68
15/7/2019,1600 UTC,"15,7",92
15/7/2019,1700 UTC,16,94
15/7/2019,1800 UTC,"16,2",94
15/7/2019,1900 UTC,"16,3",53
15/7/2019,2000 UTC,"15,8",77
15/7/2019,2100 UTC,"15,3",69
15/7/2019,2200 UTC,15,76
15/7/2019,2300 UTC,"14,6",44
16/7/2019,0000 UTC,"14,5",42
16/7/2019,0100 UTC,"14,3",42
16/7/2019,0200 UTC,"13,6",47
16/7/2019,0300 UTC,"13,4",68
16/7/2019,0400 UTC,"13,2",52
16/7/2019,0500 UTC,"12,9",48
16/7/2019,0600 UTC,"12,6",89
16/7/2019,0700 UTC,"11,2",89
16/7/2019,0800 UTC,10,95
16/7/2019,0900 UTC,"9,4",84
16/7/2019,1000 UTC,"9,9",96
16/7/2019,1100 UTC,"10,8",71
16/7/2019,1200 UTC,"11,6",89
16/7/2019,1300 UTC,"12,6",59
16/7/2019,1400 UTC,"13,5",93
16/7/2019,1500 UTC,"14,2",71
16/7/2019,1600 UTC,"14,8",68
16/7/2019,1700 UTC,"15,4",44
16/7/2019,1800 UTC,"15,2",60
16/7/2019,1900 UTC,"14,1",80
16/7/2019,2000 UTC,"11,1",91
16/7/2019,2100 UTC,"9,6",71
16/7/2019,2200 UTC,"8,5",67
16/7/2019,2300 UTC,"7,7",65
17/7/2019,0000 UTC,"7,3",88
17/7/2019,0100 UTC,"6,9",94
17/7/2019,0200 UTC,16,93
17/7/2019,0300 UTC,24,42
17/7/2019,0400 UTC,20,86
17/7/2019,0500 UTC,30,82
17/7/2019,0600 UTC,23,53
17/7/2019,0700 UTC,28,53
17/7/2019,0800 UTC,29,86
17/7/2019,0900 UTC,17,97
17/7/2019,1000 UTC,30,71
17/7/2019,1100 UTC,29,62
17/7/2019,1200 UTC,"11,1",44
17/7/2019,1300 UTC,"13,8",93
17/7/2019,1400 UTC,"13,8",56
17/7/2019,1500 UTC,"14,3",55
17/7/2019,1600 UTC,"14,1",93
17/7/2019,1700 UTC,"13,9",70
17/7/2019,1800 UTC,"12,9",72
17/7/2019,1900 UTC,"11,8",67
17/7/2019,2000 UTC,"11,3",67
17/7/2019,2100 UTC,"10,7",73
17/7/2019,2200 UTC,"10,9",97
17/7/2019,2300 UTC,"10,8",68
18/7/2019,0000 UTC,"10,7",81
18/7/2019,0100 UTC,"10,7",41
18/7/2019,0200 UTC,"10,7",63
18/7/2019,0300 UTC,"10,1",58
18/7/2019,0400 UTC,"10,4",100
18/7/2019,0500 UTC,"10,7",66
18/7/2019,0600 UTC,"9,6",87
18/7/2019,0700 UTC,"8,3",45
18/7/2019,0800 UTC,"7,8",81
18/7/2019,0900 UTC,23,45
18/7/2019,1000 UTC,20,77
18/7/2019,1100 UTC,"11,7",69
18/7/2019,1200 UTC,"13,8",75
18/7/2019,1300 UTC,"14,7",53
18/7/2019,1400 UTC,"15,4",43
18/7/2019,1500 UTC,"14,6",69
18/7/2019,1600 UTC,"17,4",69
18/7/2019,1700 UTC,"16,6",44
18/7/2019,1800 UTC,"16,1",82
18/7/2019,1900 UTC,"14,7",73
18/7/2019,2000 UTC,"13,5",54
18/7/2019,2100 UTC,13,50
18/7/2019,2200 UTC,"12,9",85
18/7/2019,2300 UTC,"12,8",77
19/7/2019,0000 UTC,"12,7",77
19/7/2019,0100 UTC,"12,4",67
19/7/2019,0200 UTC,"12,1",41
19/7/2019,0300 UTC,"12,1",48
19/7/2019,0400 UTC,"11,9",81
19/7/2019,0500 UTC,"11,8",89
19/7/2019,0600 UTC,"10,5",59
19/7/2019,0700 UTC,"10,8",82
19/7/2019,0800 UTC,"10,2",99
19/7/2019,0900 UTC,"10,2",94
19/7/2019,1000 UTC,"11,2",90
19/7/2019,1100 UTC,"13,1",74
19/7/2019,1200 UTC,"14,5",59
19/7/2019,1300 UTC,"17,1",50
19/7/2019,1400 UTC,"17,5",71
19/7/2019,1500 UTC,"17,5",53
19/7/2019,1600 UTC,"18,6",91
19/7/2019,1700 UTC,"19,2",84
19/7/2019,1800 UTC,"19,2",44
19/7/2019,1900 UTC,"17,9",90
19/7/2019,2000 UTC,"15,5",95
19/7/2019,2100 UTC,"14,6",72
19/7/2019,2200 UTC,"14,3",65
19/7/2019,2300 UTC,"13,8",52
20/7/2019,0000 UTC,"13,1",54
20/7/2019,0100 UTC,13,50
20/7/2019,0200 UTC,13,67
20/7/2019,0300 UTC,"12,9",55
20/7/2019,0400 UTC,"12,8",65
20/7/2019,0500 UTC,"12,8",66
20/7/2019,0600 UTC,"12,6",89
20/7/2019,0700 UTC,"12,3",43
20/7/2019,0800 UTC,"12,3",95
20/7/2019,0900 UTC,"12,2",65
20/7/2019,1000 UTC,12,46
20/7/2019,1100 UTC,13,91
20/7/2019,1200 UTC,"16,6",94
20/7/2019,1300 UTC,"19,6",95
20/7/2019,1400 UTC,"21,1",63
20/7/2019,1500 UTC,22,44
20/7/2019,1600 UTC,"22,2",79
20/7/2019,1700 UTC,"21,5",57
20/7/2019,1800 UTC,"21,4",46
20/7/2019,1900 UTC,"20,7",90
20/7/2019,2000 UTC,"18,8",40
20/7/2019,2100 UTC,"17,4",60
20/7/2019,2200 UTC,"16,3",50
20/7/2019,2300 UTC,"15,3",95
21/7/2019,0000 UTC,"14,8",78
21/7/2019,0100 UTC,"13,7",87
21/7/2019,0200 UTC,13,61
21/7/2019,0300 UTC,"11,8",71
21/7/2019,0400 UTC,"11,6",90
21/7/2019,0500 UTC,11,77
21/7/2019,0600 UTC,"10,7",97
21/7/2019,0700 UTC,"9,8",98
21/7/2019,0800 UTC,"10,7",69
21/7/2019,0900 UTC,"10,1",84
21/7/2019,1000 UTC,29,97
21/7/2019,1100 UTC,"13,9",64
21/7/2019,1200 UTC,"16,3",61
21/7/2019,1300 UTC,"18,7",65
21/7/2019,1400 UTC,"20,1",55
21/7/2019,1500 UTC,21,45
21/7/2019,1600 UTC,"21,5",84
21/7/2019,1700 UTC,"21,6",66
21/7/2019,1800 UTC,"20,6",78
21/7/2019,1900 UTC,"19,8",47
21/7/2019,2000 UTC,"18,8",83
21/7/2019,2100 UTC,"17,8",91
21/7/2019,2200 UTC,"16,9",69
21/7/2019,2300 UTC,"15,5",47
22/7/2019,0000 UTC,"14,7",80
22/7/2019,0100 UTC,"14,3",73
22/7/2019,0200 UTC,"13,8",90
22/7/2019,0300 UTC,"13,2",64
22/7/2019,0400 UTC,"12,7",98
22/7/2019,0500 UTC,"12,2",45
22/7/2019,0600 UTC,"11,7",94
22/7/2019,0700 UTC,"11,6",84
22/7/2019,0800 UTC,"11,8",91
22/7/2019,0900 UTC,"12,8",54
22/7/2019,1000 UTC,"13,6",73
22/7/2019,1100 UTC,"16,3",77
22/7/2019,1200 UTC,"20,1",59
22/7/2019,1300 UTC,"21,3",100
22/7/2019,1400 UTC,"22,7",55
22/7/2019,1500 UTC,"22,5",53
22/7/2019,1600 UTC,"23,2",73
22/7/2019,1700 UTC,"22,4",40
22/7/2019,1800 UTC,"23,5",91
22/7/2019,1900 UTC,"21,4",68
22/7/2019,2000 UTC,"20,2",92
22/7/2019,2100 UTC,"18,9",56
22/7/2019,2200 UTC,"18,1",55
22/7/2019,2300 UTC,"17,8",69
23/7/2019,0000 UTC,"17,3",82
23/7/2019,0100 UTC,"16,5",77
23/7/2019,0200 UTC,16,52
23/7/2019,0300 UTC,"15,5",49
23/7/2019,0400 UTC,"14,7",60
23/7/2019,0500 UTC,"15,7",46
23/7/2019,0600 UTC,"13,7",77
23/7/2019,0700 UTC,"14,6",71
23/7/2019,0800 UTC,"14,2",43
23/7/2019,0900 UTC,"12,5",98
23/7/2019,1000 UTC,"12,6",92
23/7/2019,1100 UTC,"18,6",68
23/7/2019,1200 UTC,"20,5",53
23/7/2019,1300 UTC,"21,5",84
23/7/2019,1400 UTC,"23,3",92
23/7/2019,1500 UTC,"23,7",40
23/7/2019,1600 UTC,"23,9",57
23/7/2019,1700 UTC,"24,7",90
23/7/2019,1800 UTC,"23,4",70
23/7/2019,1900 UTC,"22,9",88
23/7/2019,2000 UTC,21,83
23/7/2019,2100 UTC,"19,8",40
23/7/2019,2200 UTC,"18,7",79
23/7/2019,2300 UTC,"17,4",67
24/7/2019,0000 UTC,"16,4",65
24/7/2019,0100 UTC,"15,8",57
24/7/2019,0200 UTC,"15,1",89
24/7/2019,0300 UTC,"14,2",44
24/7/2019,0400 UTC,"13,3",99
24/7/2019,0500 UTC,"12,6",74
24/7/2019,0600 UTC,12,52
24/7/2019,0700 UTC,12,82
24/7/2019,0800 UTC,"11,9",94
24/7/2019,0900 UTC,"11,4",40
24/7/2019,1000 UTC,"12,8",94
24/7/2019,1100 UTC,"18,4",65
24/7/2019,1200 UTC,22,40
24/7/2019,1300 UTC,"23,2",51
24/7/2019,1400 UTC,"23,9",66
24/7/2019,1500 UTC,"23,7",79
24/7/2019,1600 UTC,"23,9",51
24/7/2019,1700 UTC,"23,9",87
24/7/2019,1800 UTC,"23,6",45
24/7/2019,1900 UTC,"22,7",94
24/7/2019,2000 UTC,"20,7",90
24/7/2019,2100 UTC,"18,9",81
24/7/2019,2200 UTC,"18,7",54
24/7/2019,2300 UTC,"17,7",88
25/7/2019,0000 UTC,17,85
25/7/2019,0100 UTC,"16,3",41
25/7/2019,0200 UTC,15,54
25/7/2019,0300 UTC,"14,5",80
25/7/2019,0400 UTC,"14,7",84
25/7/2019,0500 UTC,"14,4",84
25/7/2019,0600 UTC,"14,6",96
25/7/2019,0700 UTC,"14,7",57
25/7/2019,0800 UTC,"14,8",49
25/7/2019,0900 UTC,"15,1",93
25/7/2019,1000 UTC,"15,5",88
25/7/2019,1100 UTC,"16,1",68
25/7/2019,1200 UTC,"16,9",57
25/7/2019,1300 UTC,18,55
25/7/2019,1400 UTC,"19,9",54
25/7/2019,1500 UTC,"21,6",57
25/7/2019,1600 UTC,"20,7",57
25/7/2019,1700 UTC,"20,2",82
25/7/2019,1800 UTC,"18,8",78
25/7/2019,1900 UTC,"17,6",89
25/7/2019,2000 UTC,"16,5",85
25/7/2019,2100 UTC,16,84
25/7/2019,2200 UTC,"15,9",75
25/7/2019,2300 UTC,"15,5",77
26/7/2019,0000 UTC,"15,2",81
26/7/2019,0100 UTC,15,43
26/7/2019,0200 UTC,"14,4",91
26/7/2019,0300 UTC,14,98
26/7/2019,0400 UTC,"13,9",71
26/7/2019,0500 UTC,"13,5",62
26/7/2019,0600 UTC,"13,2",93
26/7/2019,0700 UTC,"12,8",91
26/7/2019,0800 UTC,"12,8",53
26/7/2019,0900 UTC,"12,8",75
26/7/2019,1000 UTC,"13,5",65
26/7/2019,1100 UTC,"15,7",93
26/7/2019,1200 UTC,"17,9",77
26/7/2019,1300 UTC,"20,5",75
26/7/2019,1400 UTC,"22,7",51
26/7/2019,1500 UTC,"23,9",72
26/7/2019,1600 UTC,25,71
26/7/2019,1700 UTC,23,53
26/7/2019,1800 UTC,"22,7",64
26/7/2019,1900 UTC,"21,8",86
26/7/2019,2000 UTC,21,96
26/7/2019,2100 UTC,"19,7",46
26/7/2019,2200 UTC,19,87
26/7/2019,2300 UTC,"18,1",59
27/7/2019,0000 UTC,"17,1",88
27/7/2019,0100 UTC,"17,1",97
27/7/2019,0200 UTC,17,90
27/7/2019,0300 UTC,"17,1",68
27/7/2019,0400 UTC,"16,3",80
27/7/2019,0500 UTC,"15,9",73
27/7/2019,0600 UTC,"15,3",95
27/7/2019,0700 UTC,"14,7",56
27/7/2019,0800 UTC,"14,3",99
27/7/2019,0900 UTC,"14,1",90
27/7/2019,1000 UTC,"14,9",100
27/7/2019,1100 UTC,"18,9",100
27/7/2019,1200 UTC,22,98
27/7/2019,1300 UTC,"23,5",75
27/7/2019,1400 UTC,"24,5",100
27/7/2019,1500 UTC,"24,9",67
27/7/2019,1600 UTC,"24,4",62
27/7/2019,1700 UTC,"24,3",55
27/7/2019,1800 UTC,"20,8",54
27/7/2019,1900 UTC,"18,5",43
27/7/2019,2000 UTC,"16,5",71
27/7/2019,2100 UTC,"15,4",75
27/7/2019,2200 UTC,"14,6",63
27/7/2019,2300 UTC,"14,1",80
28/7/2019,0000 UTC,"13,8",86
28/7/2019,0100 UTC,"13,4",49
28/7/2019,0200 UTC,"13,2",50
28/7/2019,0300 UTC,"13,1",64
28/7/2019,0400 UTC,"12,9",53
28/7/2019,0500 UTC,"12,7",48
28/7/2019,0600 UTC,"12,6",91
28/7/2019,0700 UTC,"12,5",57
28/7/2019,0800 UTC,"12,5",64
28/7/2019,0900 UTC,"12,4",40
28/7/2019,1000 UTC,"12,4",44
28/7/2019,1100 UTC,"13,2",92
28/7/2019,1200 UTC,"14,2",43
28/7/2019,1300 UTC,"15,1",54
28/7/2019,1400 UTC,"15,6",55
28/7/2019,1500 UTC,"16,1",75
28/7/2019,1600 UTC,17,81
28/7/2019,1700 UTC,"17,5",40
28/7/2019,1800 UTC,16,99
28/7/2019,1900 UTC,"15,1",97
28/7/2019,2000 UTC,"13,5",54
28/7/2019,2100 UTC,13,97
28/7/2019,2200 UTC,"12,8",94
28/7/2019,2300 UTC,"13,2",55
29/7/2019,0000 UTC,"13,1",57
29/7/2019,0100 UTC,"12,9",93
29/7/2019,0200 UTC,"13,2",94
29/7/2019,0300 UTC,13,49
29/7/2019,0400 UTC,"13,1",68
29/7/2019,0500 UTC,"13,3",51
29/7/2019,0600 UTC,"13,2",80
29/7/2019,0700 UTC,"13,3",99
29/7/2019,0800 UTC,"13,5",55
29/7/2019,0900 UTC,"13,3",73
29/7/2019,1000 UTC,14,45
29/7/2019,1100 UTC,"15,2",46
29/7/2019,1200 UTC,"16,3",72
29/7/2019,1300 UTC,"18,5",53
29/7/2019,1400 UTC,"20,2",90
29/7/2019,1500 UTC,"20,6",75
29/7/2019,1600 UTC,"22,2",61
29/7/2019,1700 UTC,"21,1",98
29/7/2019,1800 UTC,"21,4",55
29/7/2019,1900 UTC,20,50
29/7/2019,2000 UTC,"17,9",44
29/7/2019,2100 UTC,"16,6",100
29/7/2019,2200 UTC,"15,8",83
29/7/2019,2300 UTC,"15,1",77
30/7/2019,0000 UTC,"14,5",89
30/7/2019,0100 UTC,"14,1",46
30/7/2019,0200 UTC,"13,6",88
30/7/2019,0300 UTC,"13,6",60
30/7/2019,0400 UTC,"13,1",92
30/7/2019,0500 UTC,"12,8",84
30/7/2019,0600 UTC,"13,1",49
30/7/2019,0700 UTC,"12,9",100
30/7/2019,0800 UTC,13,78
30/7/2019,0900 UTC,"13,2",71
30/7/2019,1000 UTC,"13,7",82
30/7/2019,1100 UTC,"15,9",52
30/7/2019,1200 UTC,"19,5",44
30/7/2019,1300 UTC,"18,1",69
30/7/2019,1400 UTC,"16,3",90
30/7/2019,1500 UTC,18,45
30/7/2019,1600 UTC,"14,9",82
30/7/2019,1700 UTC,"14,9",89
30/7/2019,1800 UTC,15,74
30/7/2019,1900 UTC,16,100
30/7/2019,2000 UTC,"14,7",95
30/7/2019,2100 UTC,"13,6",58
30/7/2019,2200 UTC,13,55
30/7/2019,2300 UTC,"12,9",99
31/7/2019,0000 UTC,"12,4",94
31/7/2019,0100 UTC,"12,1",94
31/7/2019,0200 UTC,"11,5",55
31/7/2019,0300 UTC,"11,1",53
31/7/2019,0400 UTC,"10,5",84
31/7/2019,0500 UTC,"10,1",92
31/7/2019,0600 UTC,"9,6",91
31/7/2019,0700 UTC,"9,9",40
31/7/2019,0800 UTC,"9,6",48
31/7/2019,0900 UTC,"9,3",97
31/7/2019,1000 UTC,"10,7",55
31/7/2019,1100 UTC,"13,8",41
31/7/2019,1200 UTC,"17,4",55
31/7/2019,1300 UTC,"19,1",88
31/7/2019,1400 UTC,"20,9",100
31/7/2019,1500 UTC,"21,6",60
31/7/2019,1600 UTC,"22,4",65
31/7/2019,1700 UTC,"23,4",71
31/7/2019,1800 UTC,"22,5",49
31/7/2019,1900 UTC,22,56
31/7/2019,2000 UTC,"19,6",89
31/7/2019,2100 UTC,"17,5",85
31/7/2019,2200 UTC,"15,6",85
31/7/2019,2300 UTC,"14,7",87
1/8/2019,0000 UTC,"14,4",43
1/8/2019,0100 UTC,"14,3",82
1/8/2019,0200 UTC,"14,3",40
1/8/2019,0300 UTC,14,97
1/8/2019,0400 UTC,"13,7",86
1/8/2019,0500 UTC,"12,9",83
1/8/2019,0600 UTC,"12,5",95
1/8/2019,0700 UTC,"11,9",60
1/8/2019,0800 UTC,"12,2",89
1/8/2019,0900 UTC,"12,6",48
1/8/2019,1000 UTC,13,50
1/8/2019,1100 UTC,"15,7",70
1/8/2019,1200 UTC,"18,4",52
1/8/2019,1300 UTC,"21,1",60
1/8/2019,1400 UTC,"23,4",77
1/8/2019,1500 UTC,24,49
1/8/2019,1600 UTC,"24,4",55
1/8/2019,1700 UTC,"24,8",90
1/8/2019,1800 UTC,"24,6",50
1/8/2019,1900 UTC,"23,8",88
1/8/2019,2000 UTC,"21,9",78
1/8/2019,2100 UTC,"20,7",52
1/8/2019,2200 UTC,"19,8",97
1/8/2019,2300 UTC,"19,2",60
2/8/2019,0000 UTC,"17,9",69
2/8/2019,0100 UTC,,
2/8/2019,0200 UTC,,
2/8/2019,0300 UTC,,
2/8/2019,0400 UTC,,
2/8/2019,0500 UTC,,
2/8/2019,0600 UTC,,
2/8/2019,0700 UTC,,
2/8/2019,0800 UTC,"16,3",64
2/8/2019,0900 UTC,"16,6",63
2/8/2019,1000 UTC,"18,3",99
2/8/2019,1100 UTC,"20,7",83
2/8/2019,1200 UTC,"24,1",91
2/8/2019,1300 UTC,"24,1",58
2/8/2019,1400 UTC,"20,7",79
2/8/2019,1500 UTC,"18,9",85
2/8/2019,1600 UTC,"19,4",95
2/8/2019,1700 UTC,14,42
2/8/2019,1800 UTC,"10,8",75
2/8/2019,1900 UTC,"10,2",69
2/8/2019,2000 UTC,"8,9",90
2/8/2019,2100 UTC,"8,6",40
2/8/2019,2200 UTC,"8,8",86
2/8/2019,2300 UTC,16,81
3/8/2019,0000 UTC,"8,4",57
3/8/2019,0100 UTC,"7,9",63
3/8/2019,0200 UTC,"7,6",56
3/8/2019,0300 UTC,22,60
3/8/2019,0400 UTC,"5,7",83
3/8/2019,0500 UTC,25,99
3/8/2019,0600 UTC,20,41
3/8/2019,0700 UTC,20,43
3/8/2019,0800 UTC,21,51
3/8/2019,0900 UTC,24,76
3/8/2019,1000 UTC,18,55
3/8/2019,1100 UTC,17,86
3/8/2019,1200 UTC,20,51
3/8/2019,1300 UTC,24,90
3/8/2019,1400 UTC,12,63
3/8/2019,1500 UTC,"14,1",61
3/8/2019,1600 UTC,"15,2",55
3/8/2019,1700 UTC,"16,1",95
3/8/2019,1800 UTC,"15,2",90
3/8/2019,1900 UTC,"14,5",70
3/8/2019,2000 UTC,"12,5",41
3/8/2019,2100 UTC,"10,5",50
3/8/2019,2200 UTC,"9,6",79
3/8/2019,2300 UTC,"8,1",59
4/8/2019,0000 UTC,16,64
4/8/2019,0100 UTC,18,62
4/8/2019,0200 UTC,22,79
4/8/2019,0300 UTC,23,66
4/8/2019,0400 UTC,26,68
4/8/2019,0500 UTC,30,83
4/8/2019,0600 UTC,28,94
4/8/2019,0700 UTC,25,98
4/8/2019,0800 UTC,25,80
4/8/2019,0900 UTC,26,96
4/8/2019,1000 UTC,27,50
4/8/2019,1100 UTC,26,77
4/8/2019,1200 UTC,23,62
4/8/2019,1300 UTC,"10,1",78
4/8/2019,1400 UTC,"9,9",99
4/8/2019,1500 UTC,9,54
4/8/2019,1600 UTC,"9,6",43
4/8/2019,1700 UTC,"8,9",65
4/8/2019,1800 UTC,"8,7",67
4/8/2019,1900 UTC,"8,3",49
4/8/2019,2000 UTC,"7,7",77
4/8/2019,2100 UTC,25,44
4/8/2019,2200 UTC,17,86
4/8/2019,2300 UTC,22,75
5/8/2019,0000 UTC,"6,9",82
5/8/2019,0100 UTC,21,70
5/8/2019,0200 UTC,19,41
5/8/2019,0300 UTC,"6,4",43
5/8/2019,0400 UTC,26,96
5/8/2019,0500 UTC,19,73
5/8/2019,0600 UTC,25,55
5/8/2019,0700 UTC,16,97
5/8/2019,0800 UTC,23,83
5/8/2019,0900 UTC,29,76
5/8/2019,1000 UTC,27,69
5/8/2019,1100 UTC,29,84
5/8/2019,1200 UTC,"11,4",42
5/8/2019,1300 UTC,12,88
5/8/2019,1400 UTC,"12,8",99
5/8/2019,1500 UTC,"14,1",69
5/8/2019,1600 UTC,"13,4",89
5/8/2019,1700 UTC,"13,6",71
5/8/2019,1800 UTC,"14,1",41
